GeneName,GeneId,CHR,NumVariants,LOF,Ancestral,NumNull,NumUpstream,NumSynonymous,NumStopLost,NumStopGain,NumStartLost,NumSpliceRegion,NumSpliceDonor,NumSpliceAcceptor,NumMissense,NumIntronic,NumInframeIndel,NumFrameshift,NumDownstream,Num3UTR,Num5UTR,MinPos,MaxPos
ARPIN,ENSG00000242498,15,88,2,2,0,3,10,0,1,0,1,0,0,12,23,0,1,0,0,37,89901842,89912928
ZNF710,ENSG00000140548,15,132,0,3,0,0,49,0,0,0,1,0,0,18,27,0,0,30,5,2,90045302,90087094
IDH2,ENSG00000182054,15,50,0,2,0,3,8,0,0,0,1,0,0,9,24,0,0,0,0,5,90087395,90102472
SEMA4B,ENSG00000185033,15,195,1,9,0,22,29,0,0,0,6,0,0,44,65,1,1,0,3,24,90184694,90228712
GDPGP1,ENSG00000183208,15,99,2,8,0,45,11,0,0,0,0,0,0,30,0,0,2,3,5,3,90230443,90250784
NGRN,ENSG00000182768,15,99,1,4,0,55,3,0,0,0,4,1,0,15,17,0,0,0,4,0,90262030,90271817
ZNF774,ENSG00000196391,15,58,2,5,0,0,7,0,0,0,0,0,0,26,8,0,2,0,13,2,90354570,90362674
IQGAP1,ENSG00000140575,15,282,1,9,0,0,42,0,0,0,14,0,1,37,184,0,0,0,0,4,90388254,90500034
CRTC3,ENSG00000140577,15,107,0,2,0,0,12,0,0,0,3,0,0,21,58,0,0,8,2,3,90529978,90642221
BLM,ENSG00000197299,15,196,3,5,0,0,32,0,2,0,7,0,0,53,96,2,1,0,3,0,90747377,90815356
FURIN,ENSG00000140564,15,171,1,8,0,0,24,0,0,0,7,0,0,29,58,0,1,44,2,6,90875647,90887445
FES,ENSG00000182511,15,116,1,2,0,0,23,0,0,0,4,0,0,25,62,0,1,0,1,0,90889209,90895611
MAN2A2,ENSG00000196547,15,195,1,6,0,0,36,0,0,0,9,0,1,53,93,0,0,0,3,0,90904269,90919863
UNC45A,ENSG00000140553,15,282,3,4,0,32,23,0,2,0,4,0,0,48,128,0,1,38,2,4,90931212,90957792
RCCD1,ENSG00000166965,15,67,1,1,0,0,0,0,0,0,4,1,0,7,21,0,0,32,2,0,90959819,90968066
PRC1,ENSG00000198901,15,161,1,5,0,0,17,0,0,0,6,0,0,22,114,1,1,0,0,0,90968142,90984919
VPS33B,ENSG00000184056,15,167,3,5,0,0,13,0,0,0,6,1,0,20,113,0,2,8,1,3,90994336,91022295
SV2B,ENSG00000185518,15,120,1,9,0,0,27,0,1,0,3,0,0,22,59,0,0,0,4,4,91226166,91292629
SLCO3A1,ENSG00000176463,15,311,1,7,0,0,41,0,0,0,6,0,0,22,106,0,1,3,117,15,91853819,92171960
ST8SIA2,ENSG00000140557,15,105,1,1,0,0,17,0,1,0,3,0,0,12,35,0,0,25,4,8,92393974,92473202
FAM174B,ENSG00000185442,15,55,1,2,0,0,8,0,0,0,1,0,1,17,12,3,0,0,0,13,92619399,92655752
CHD2,ENSG00000173575,15,344,5,9,0,9,42,0,0,0,6,1,0,37,185,1,4,21,16,22,92901186,93024787
RGMA,ENSG00000182175,15,147,2,6,0,11,25,0,0,0,2,1,0,24,23,0,1,0,11,49,93044907,93088984
MCTP2,ENSG00000140563,15,322,4,17,0,6,19,0,2,0,11,1,1,48,184,1,0,6,28,15,94298172,94479106
NR2F2,ENSG00000185551,15,219,0,3,0,5,46,0,0,0,3,0,0,1,23,0,0,0,3,138,96326258,96337664
SPATA8,ENSG00000185594,15,24,2,0,0,0,5,0,2,0,0,0,0,8,5,0,0,0,2,2,96783568,96785195
ARRDC4,ENSG00000140450,15,85,2,2,0,0,8,0,1,0,4,0,0,11,53,0,1,0,5,2,97960788,97971277
FAM169B,ENSG00000185087,15,39,1,1,0,0,6,0,0,0,1,0,0,8,20,0,1,3,0,0,98439573,98480869
IGF1R,ENSG00000140443,15,366,1,7,0,0,71,0,0,0,4,0,1,39,168,0,0,18,13,52,98649510,98969474
PGPEP1L,ENSG00000183571,15,68,0,0,0,0,6,0,0,0,0,0,0,10,52,0,0,0,0,0,98969533,98971214
SYNM,ENSG00000182253,15,117,2,3,0,0,35,0,1,0,1,0,0,65,10,1,1,0,0,3,99105102,99131304
TTC23,ENSG00000103852,15,171,8,7,0,11,12,0,2,0,2,1,2,18,57,0,3,60,2,1,99131384,99256185
LRRC28,ENSG00000168904,15,66,2,1,0,0,5,0,2,0,2,0,0,14,38,0,0,0,5,0,99276481,99386178
MEF2A,ENSG00000068305,15,132,0,5,0,0,26,0,0,0,5,0,0,18,61,19,0,0,3,0,99633180,99712863
LYSMD4,ENSG00000183060,15,61,5,1,0,0,9,0,3,0,3,0,0,25,14,0,2,1,4,0,99712523,99731947
ADAMTS17,ENSG00000140470,15,279,0,17,0,0,47,0,0,0,3,0,0,60,150,1,0,0,8,10,100048838,99997669
CERS3,ENSG00000154227,15,104,0,4,0,0,11,0,0,0,2,0,0,21,66,3,0,0,1,0,100402638,100501910
LINS1,ENSG00000140471,15,123,4,10,0,0,20,0,1,0,1,1,0,30,11,0,2,46,5,6,100569141,100580917
ASB7,ENSG00000183475,15,54,0,0,0,0,30,0,0,0,1,0,0,3,5,0,0,2,13,0,100612146,100648500
ALDH1A3,ENSG00000184254,15,109,2,7,0,0,10,0,0,0,2,0,0,20,65,0,2,4,0,6,100879826,100908579
LRRK1,ENSG00000154237,15,462,1,17,0,60,83,0,0,0,8,1,0,79,224,2,0,0,4,1,100914628,101068913
CHSY1,ENSG00000131873,15,139,0,4,0,0,50,0,0,0,0,0,0,28,43,0,0,0,1,17,101177306,101251537
VIMP,ENSG00000131871,15,51,1,2,0,8,5,0,0,1,0,0,0,6,22,0,0,0,3,6,101272700,101281878
SNRPA1,ENSG00000131876,15,54,0,1,0,1,6,0,0,0,5,0,0,7,33,0,0,0,0,2,101284887,101295254
PCSK6,ENSG00000140479,15,330,0,9,0,0,48,0,0,0,7,0,0,37,176,4,0,2,48,8,101305171,101489757
TM2D3,ENSG00000184277,15,98,0,5,0,36,11,0,0,0,4,0,0,12,7,0,0,2,23,3,101633586,101657030
TARSL2,ENSG00000185418,15,143,1,2,0,5,10,0,1,0,2,0,0,30,84,0,0,0,0,11,101657687,101724648
OR4F6,ENSG00000184140,15,21,2,0,0,1,6,0,1,0,0,0,0,9,0,0,1,1,1,1,101805640,101806724
OR4F15,ENSG00000182854,15,23,2,0,0,1,5,0,0,0,0,0,0,13,0,0,2,1,0,1,101818159,101819193
OR4F4,ENSG00000177693,15,25,2,0,0,0,8,0,2,0,0,0,0,11,0,0,0,0,4,0,101922094,101922991
POLR3K,ENSG00000161980,16,20,1,0,0,0,3,0,0,0,0,0,0,4,10,0,1,0,2,0,47354,51739
RHBDF1,ENSG00000007384,16,259,1,8,0,11,39,0,0,0,8,0,0,38,85,0,1,59,5,13,53396,74042
SNRNP25,ENSG00000161981,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,59036,59036
MPG,ENSG00000103152,16,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,14,78226,79267
NPRL3,ENSG00000103148,16,186,2,7,0,6,15,0,0,0,4,0,1,18,78,0,1,44,9,10,100354,98388
HBZ,ENSG00000130656,16,104,3,1,0,0,3,0,0,0,2,1,0,6,76,0,2,0,4,10,152691,154493
HBM,ENSG00000206177,16,20,0,0,0,1,6,0,0,0,0,0,0,4,9,0,0,0,0,0,165969,166678
HBA2,ENSG00000188536,16,20,2,2,0,0,0,0,0,0,0,0,0,3,10,0,2,0,4,1,172870,173692
HBQ1,ENSG00000086506,16,40,0,1,0,11,2,0,0,0,2,0,0,11,6,0,0,2,3,3,177188,181206
LUC7L,ENSG00000007392,16,158,4,2,0,62,8,0,2,0,2,1,0,13,38,0,1,0,19,12,189108,229415
FAM234A,ENSG00000167930,16,76,1,1,0,0,9,0,1,0,3,0,0,14,49,0,0,0,0,0,254316,263294
RGS11,ENSG00000076344,16,353,12,8,0,17,19,0,4,0,11,3,0,44,136,0,5,98,16,0,263366,280852
PDIA2,ENSG00000185615,16,33,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281672,282409
AXIN1,ENSG00000103126,16,425,1,14,0,0,32,0,0,0,4,0,0,38,107,0,1,225,6,12,282519,352445
MRPL28,ENSG00000086504,16,240,0,7,0,153,12,0,0,0,4,0,0,28,29,0,0,0,11,3,367578,375516
TMEM8A,ENSG00000129925,16,103,2,5,0,0,15,0,0,0,6,1,0,36,39,1,1,0,0,4,375533,381921
NME4,ENSG00000103202,16,181,4,5,0,43,10,0,1,0,12,1,0,13,29,0,2,37,2,31,397123,405705
DECR2,ENSG00000242612,16,110,1,2,0,0,14,1,0,0,2,0,0,18,12,0,0,63,0,0,406256,411637
RAB11FIP3,ENSG00000090565,16,191,1,7,0,10,24,0,0,0,3,0,0,23,112,1,1,0,3,14,425952,520928
CAPN15,ENSG00000103326,16,383,1,2,0,0,76,0,0,0,13,1,0,58,218,1,0,6,5,5,528643,559558
PRR35,ENSG00000161992,16,37,0,1,0,8,0,0,0,0,1,0,0,0,20,0,0,0,0,8,559657,561800
PIGQ,ENSG00000007541,16,290,4,14,0,92,25,1,1,0,4,0,0,55,27,0,2,77,6,0,563251,583723
RAB40C,ENSG00000197562,16,74,1,3,0,0,4,0,0,0,1,0,0,1,61,0,1,0,0,6,590192,625875
WFIKKN1,ENSG00000127578,16,188,2,2,0,25,35,0,1,0,0,0,0,51,7,0,1,60,5,3,625958,636362
MCRIP2,ENSG00000172366,16,17,0,2,0,0,2,0,0,0,0,0,0,4,8,1,0,0,0,2,641917,642345
WDR90,ENSG00000161996,16,445,8,9,0,85,67,0,1,1,14,0,2,103,161,1,4,1,0,5,647355,668501
RHOT2,ENSG00000140983,16,112,1,6,0,60,6,0,0,0,5,0,0,13,27,0,1,0,0,0,665596,670661
RHBDL1,ENSG00000103269,16,128,0,3,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670683,673706
STUB1,ENSG00000103266,16,343,0,4,0,103,23,0,0,0,1,0,0,10,30,0,0,156,10,10,675750,687793
WDR24,ENSG00000127580,16,63,1,0,0,49,2,0,0,0,1,0,0,3,6,0,1,0,0,1,687811,695383
FBXL16,ENSG00000127585,16,44,0,0,0,11,20,0,0,0,0,0,0,9,0,0,0,0,0,4,695498,697494
METRN,ENSG00000103260,16,26,1,0,0,9,4,0,0,0,1,0,0,8,0,0,1,0,0,3,715236,715951
FAM173A,ENSG00000103254,16,102,1,7,0,80,6,0,0,0,1,1,0,6,3,1,0,0,0,4,716001,721919
HAGHL,ENSG00000103253,16,98,0,3,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721949,724716
NARFL,ENSG00000103245,16,317,4,6,0,22,15,0,3,0,5,0,0,22,60,0,1,145,8,36,724754,741072
MSLN,ENSG00000102854,16,240,3,0,0,0,23,0,0,0,14,2,0,57,134,0,1,0,9,0,762625,768820
RPUSD1,ENSG00000007376,16,395,1,27,0,303,19,0,0,0,4,0,0,25,32,0,1,0,5,6,785850,793362
CHTF18,ENSG00000127586,16,241,3,8,0,0,37,0,1,0,9,2,0,36,110,0,0,38,8,0,793961,799166
GNG13,ENSG00000127588,16,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805362,805732
PRR25,ENSG00000167945,16,55,2,2,0,0,14,0,0,0,0,0,0,26,10,0,2,3,0,0,805739,813916
LMF1,ENSG00000103227,16,225,3,9,0,8,27,0,0,0,5,0,1,56,119,0,2,0,7,0,854433,971033
SOX8,ENSG00000005513,16,77,0,1,0,0,34,0,0,0,0,0,0,18,16,1,0,0,6,2,981851,985460
SSTR5,ENSG00000162009,16,70,3,1,0,4,25,1,0,0,0,0,0,33,0,0,2,0,2,3,1078722,1080089
C1QTNF8,ENSG00000184471,16,89,2,0,0,0,8,0,1,0,1,0,0,14,63,0,1,0,1,0,1093396,1095018
CACNA1H,ENSG00000196557,16,626,6,10,0,3,100,0,2,0,28,0,1,136,353,0,3,0,0,0,1153697,1215681
TPSG1,ENSG00000116176,16,409,6,23,0,130,20,0,1,0,5,1,1,41,51,0,3,151,5,0,1216841,1230048
TPSAB1,ENSG00000172236,16,149,4,18,0,0,41,0,1,0,1,0,0,40,47,0,3,0,9,7,1240818,1242316
TPSD1,ENSG00000095917,16,155,4,0,0,0,38,0,0,0,3,0,1,43,52,0,3,0,4,11,1256181,1258426
UBE2I,ENSG00000103275,16,164,1,9,0,4,11,0,0,0,6,0,0,6,53,0,1,15,66,2,1313931,1324885
BAIAP3,ENSG00000007516,16,463,10,9,0,9,55,0,4,0,18,3,2,81,188,2,1,79,8,13,1334612,1352378
UNKL,ENSG00000059145,16,376,2,9,0,13,40,0,0,0,6,1,0,36,127,0,1,109,33,10,1361643,1414785
C16orf91,ENSG00000174109,16,30,1,0,0,1,5,0,0,1,1,0,0,14,0,0,0,0,6,2,1419842,1420801
CCDC154,ENSG00000197599,16,148,2,10,0,0,22,0,0,0,7,0,1,38,72,0,1,5,2,0,1434324,1439148
CLCN7,ENSG00000103249,16,384,5,21,0,0,29,0,1,0,14,0,1,23,222,0,3,84,0,7,1442306,1475062
PTX4,ENSG00000251692,16,105,1,3,0,0,22,0,1,0,1,0,0,62,14,0,0,3,2,0,1485866,1488362
TELO2,ENSG00000100726,16,294,1,10,0,8,44,0,0,0,5,0,0,51,159,0,1,19,6,1,1488378,1511244
IFT140,ENSG00000187535,16,238,4,9,0,0,28,0,1,1,6,1,0,59,137,0,1,1,0,3,1506296,1607291
TMEM204,ENSG00000131634,16,205,0,10,0,67,7,0,0,0,2,0,0,12,94,0,0,14,5,4,1523753,1558224
CRAMP1,ENSG00000007545,16,252,1,4,0,5,47,0,0,0,7,1,0,47,112,1,0,30,2,0,1607349,1680582
HN1L,ENSG00000206053,16,45,0,1,0,0,2,0,0,0,1,0,0,8,34,0,0,0,0,0,1683411,1698970
MAPK8IP3,ENSG00000138834,16,239,0,3,0,0,25,0,0,0,4,0,0,25,182,0,0,0,0,3,1706257,1765271
NME3,ENSG00000103024,16,42,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,1765863,1766850
MRPS34,ENSG00000074071,16,303,4,10,0,151,7,0,1,0,0,1,0,10,5,1,2,117,7,1,1766937,1778122
NUBP2,ENSG00000095906,16,279,3,9,0,44,15,0,1,0,6,0,2,26,78,0,0,96,2,9,1778158,1793750
HAGH,ENSG00000063854,16,213,4,9,0,66,9,0,2,0,2,0,0,24,87,0,2,0,7,14,1809191,1828976
MEIOB,ENSG00000162039,16,116,0,8,0,1,7,0,0,0,9,0,0,16,79,0,0,0,4,0,1834226,1868214
HS3ST6,ENSG00000162040,16,52,3,1,0,0,17,0,1,0,0,0,0,23,6,0,2,0,3,0,1911521,1918307
RPL3L,ENSG00000140986,16,181,3,3,0,8,15,0,0,0,6,1,1,36,62,0,1,38,8,5,1939086,1959703
RPS2,ENSG00000140988,16,182,0,11,0,45,15,0,0,0,5,0,0,12,38,0,0,60,3,4,1959747,1968911
RNF151,ENSG00000179580,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1972073,1972228
TBL3,ENSG00000183751,16,182,4,11,0,0,36,0,2,0,13,2,0,54,66,0,0,0,9,0,1973982,1979151
GFER,ENSG00000127554,16,161,1,3,0,84,5,0,0,1,4,0,0,15,8,0,0,38,6,0,1979250,1992742
SYNGR3,ENSG00000127561,16,50,0,1,0,0,2,0,0,0,0,0,0,1,3,0,0,41,3,0,1992790,1999167
ZNF598,ENSG00000167962,16,174,0,6,0,1,24,0,0,0,4,0,0,36,83,2,0,0,0,24,1999444,2009843
NPW,ENSG00000183971,16,32,0,1,0,0,1,0,0,0,2,0,0,8,4,1,0,0,3,13,2019692,2020700
SLC9A3R2,ENSG00000065054,16,170,1,4,0,24,20,0,1,0,1,0,0,27,63,0,0,22,2,10,2026926,2043649
NTHL1,ENSG00000065057,16,66,0,0,0,28,0,0,0,0,0,0,0,18,18,0,0,0,0,2,2044533,2050493
TSC2,ENSG00000103197,16,335,1,4,0,0,52,0,0,0,12,0,0,53,216,1,1,0,0,0,2053242,2083703
PKD1,ENSG00000008710,16,1317,2,28,0,0,270,0,0,0,32,0,1,384,449,2,1,156,9,13,2083710,2135782
RAB26,ENSG00000167964,16,17,1,0,0,0,1,0,0,0,0,1,0,7,7,0,0,0,0,1,2148737,2150143
TRAF7,ENSG00000131653,16,358,1,6,0,39,19,0,0,0,11,0,0,20,65,0,1,193,10,0,2151466,2181992
CASKIN1,ENSG00000167971,16,133,0,2,0,2,21,0,0,0,5,0,0,22,78,0,0,0,0,5,2183552,2196534
MLST8,ENSG00000167965,16,295,0,12,0,5,13,0,0,0,6,0,0,11,35,0,0,193,14,18,2205590,2214343
BRICD5,ENSG00000182685,16,39,0,1,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2214446,2214869
E4F1,ENSG00000167967,16,262,2,4,0,3,34,0,0,1,8,0,1,39,66,0,0,106,3,1,2223516,2240235
DNASE1L2,ENSG00000167968,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,2242964,2243526
ECI1,ENSG00000167969,16,86,0,4,0,21,6,0,0,0,0,0,0,8,23,0,0,0,0,28,2244310,2255818
RNPS1,ENSG00000205937,16,119,0,1,0,35,6,0,0,0,2,0,0,7,27,0,0,0,0,42,2262184,2268145
ABCA3,ENSG00000167972,16,354,0,2,0,0,51,0,0,0,18,0,0,82,177,1,0,14,7,4,2276589,2326485
CCNF,ENSG00000162063,16,149,1,6,0,2,14,0,0,0,9,0,0,23,95,0,1,0,0,5,2429383,2453630
C16orf59,ENSG00000162062,16,122,0,2,0,20,13,0,0,0,4,0,0,30,33,1,0,0,12,9,2455310,2464736
TBC1D24,ENSG00000162065,16,179,1,2,0,73,34,0,0,0,2,1,0,28,29,0,0,0,9,3,2471668,2501053
ATP6V0C,ENSG00000185883,16,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2514028,2514256
AMDHD2,ENSG00000162066,16,154,5,6,0,12,24,0,3,0,4,0,0,22,43,0,2,0,35,9,2519200,2531160
CEMP1,ENSG00000205923,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2527842,2527842
PDPK1,ENSG00000140992,16,91,1,2,0,1,11,0,0,0,3,1,0,11,37,0,0,0,7,20,2538026,2597841
KCTD5,ENSG00000167977,16,82,1,2,0,1,2,0,1,0,2,0,0,8,29,0,0,37,0,2,2682453,2714024
PRSS27,ENSG00000172382,16,38,0,1,0,1,5,0,0,0,1,0,0,11,16,0,0,0,0,4,2714112,2720217
SRRM2,ENSG00000167978,16,239,1,1,0,13,49,0,0,0,1,1,0,120,41,4,0,2,3,5,2756276,2766383
TCEB2,ENSG00000103363,16,195,0,4,0,10,3,0,0,0,2,0,0,9,15,0,0,125,19,12,2766457,2777339
PRSS33,ENSG00000103355,16,56,0,3,0,0,6,0,0,0,2,0,0,12,27,0,0,0,8,1,2784546,2786647
PRSS21,ENSG00000007038,16,70,4,0,0,0,10,0,0,1,1,1,0,12,38,1,2,0,3,1,2817265,2821702
ZG16B,ENSG00000162078,16,56,4,0,0,3,8,0,1,0,0,1,0,15,17,1,2,0,4,4,2830155,2832237
PRSS22,ENSG00000005001,16,50,0,0,0,2,7,0,0,0,1,0,0,8,28,0,0,0,4,0,2853046,2858286
FLYWCH2,ENSG00000162076,16,25,0,0,0,0,8,0,0,0,1,0,0,8,0,0,0,1,4,3,2896355,2899247
FLYWCH1,ENSG00000059122,16,179,3,1,0,0,37,0,3,0,4,0,0,72,53,1,0,0,1,8,2929639,2948804
PKMYT1,ENSG00000127564,16,267,0,12,0,0,20,0,0,0,2,0,0,41,43,0,0,151,6,4,2964424,2979761
CLDN6,ENSG00000184697,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3013263,3013437
TNFRSF12A,ENSG00000006327,16,200,1,3,0,81,2,0,0,0,2,0,0,15,10,2,1,80,0,7,3013464,3027378
HCFC1R1,ENSG00000103145,16,42,0,1,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3027387,3029267
THOC6,ENSG00000131652,16,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,3029287,3031216
BICDL2,ENSG00000162069,16,26,2,0,0,8,3,0,1,0,1,1,0,12,0,0,0,0,0,0,3035131,3035573
MMP25,ENSG00000008516,16,128,3,3,0,0,24,0,1,0,1,0,0,39,24,1,2,29,3,4,3046862,3059146
IL32,ENSG00000008517,16,102,4,4,0,0,6,0,0,0,3,1,0,26,55,0,3,0,6,2,3065754,3069402
ZSCAN10,ENSG00000130182,16,77,2,2,0,0,16,1,0,0,1,0,0,27,26,0,1,0,2,3,3089048,3092973
ZNF205,ENSG00000122386,16,91,0,2,0,0,32,0,0,0,0,0,0,27,26,0,0,0,5,1,3113371,3120365
ZNF213,ENSG00000085644,16,170,2,3,0,0,38,0,1,0,2,0,1,27,18,0,0,79,3,1,3137203,3147767
OR1F1,ENSG00000168124,16,29,0,4,0,5,8,0,0,0,0,0,0,15,0,0,0,1,0,0,3204185,3205201
ZNF200,ENSG00000010539,16,57,2,1,0,0,2,0,1,0,5,1,0,19,26,0,0,0,1,2,3223804,3233835
MEFV,ENSG00000103313,16,164,2,7,0,1,26,0,1,0,1,1,0,53,75,1,0,0,4,1,3243066,3256682
ZNF263,ENSG00000006194,16,132,1,2,0,0,16,0,1,0,6,0,0,44,22,0,0,8,33,2,3283737,3291501
TIGD7,ENSG00000140993,16,71,4,1,0,25,11,0,1,0,0,0,0,20,0,0,3,0,2,9,3298950,3310644
ZNF75A,ENSG00000162086,16,144,0,5,0,23,4,0,0,0,2,0,0,9,42,0,0,28,29,7,3310648,3323000
OR2C1,ENSG00000168158,16,38,0,4,0,1,10,0,0,0,0,0,0,27,0,0,0,0,0,0,3355875,3356876
MTRNR2L4,ENSG00000232196,16,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,6,3371717,3372002
ZSCAN32,ENSG00000140987,16,72,3,2,0,0,12,0,0,0,8,1,0,24,16,1,2,0,6,2,3382752,3393878
ZNF174,ENSG00000103343,16,78,0,3,0,20,10,0,0,0,1,0,0,18,8,0,0,7,11,3,3397102,3409012
ZNF597,ENSG00000167981,16,37,4,0,0,0,10,0,2,0,1,0,0,19,3,0,2,0,0,0,3436450,3437611
NAA60,ENSG00000122390,16,144,0,2,0,37,10,0,0,0,2,0,0,16,54,0,0,0,5,20,3440722,3485054
C16orf90,ENSG00000215131,16,52,4,0,0,6,4,0,1,0,2,1,0,11,17,1,2,0,7,0,3493771,3495588
CLUAP1,ENSG00000103351,16,171,6,8,0,22,9,0,3,1,8,0,1,20,54,0,1,36,10,6,3500978,3543579
NLRC3,ENSG00000167984,16,180,2,7,0,2,34,0,0,0,5,1,1,67,70,0,0,0,0,0,3544158,3582334
SLX4,ENSG00000188827,16,238,6,11,0,0,58,0,1,0,2,0,0,90,79,0,5,0,0,3,3582406,3609055
TRAP1,ENSG00000126602,16,359,9,8,0,9,22,2,3,1,6,0,0,45,133,0,3,124,1,10,3655286,3717599
DNASE1,ENSG00000213918,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3662944,3663493
CREBBP,ENSG00000005339,16,401,3,8,0,0,112,0,0,0,17,0,0,54,192,9,3,0,4,10,3727689,3880006
ADCY9,ENSG00000162104,16,244,0,9,0,0,92,0,0,0,5,0,0,54,84,0,0,0,7,2,3965676,4115534
SRL,ENSG00000185739,16,95,1,5,0,10,24,0,1,0,3,0,0,17,37,0,0,0,3,0,4192058,4242139
TFAP4,ENSG00000090447,16,68,2,2,0,0,14,0,0,0,0,0,0,12,30,0,2,0,6,4,4257962,4272795
GLIS2,ENSG00000126603,16,33,0,0,0,0,5,0,0,0,0,0,0,11,14,0,0,0,0,3,4332222,4335136
CORO7-PAM16,ENSG00000103426,16,519,5,12,0,0,30,0,2,0,9,1,1,68,345,0,1,56,4,2,4335306,4416582
DNAJA3,ENSG00000103423,16,113,2,9,0,0,10,0,0,1,1,0,0,31,57,2,1,4,2,4,4425841,4461766
NMRAL1,ENSG00000153406,16,78,2,3,0,0,13,0,1,0,1,0,0,22,40,0,1,0,0,0,4461822,4469695
HMOX2,ENSG00000103415,16,29,2,0,0,16,2,0,0,0,2,0,0,5,2,0,2,0,0,0,4469740,4505617
CDIP1,ENSG00000089486,16,82,0,1,0,0,9,0,0,0,2,0,0,11,12,0,0,45,2,1,4505686,4514191
C16orf96,ENSG00000205832,16,230,8,3,0,3,33,0,2,0,3,2,1,76,101,1,3,0,5,0,4556418,4600388
UBALD1,ENSG00000153443,16,44,0,1,0,0,7,0,0,0,1,0,0,15,0,0,0,0,8,13,4609553,4614893
MGRN1,ENSG00000102858,16,499,1,12,0,0,34,0,0,0,21,1,0,32,166,0,0,81,161,3,4624864,4695278
ANKS3,ENSG00000168096,16,195,0,5,0,0,41,0,0,0,9,0,0,34,105,1,0,4,1,0,4696930,4727247
C16orf71,ENSG00000166246,16,88,2,2,0,33,8,0,0,0,2,0,0,27,16,0,2,0,0,0,4729892,4743237
ZNF500,ENSG00000103199,16,234,2,8,0,0,42,1,0,0,3,0,0,53,59,1,1,52,21,1,4744785,4766044
SEPT12,ENSG00000140623,16,108,3,1,0,0,10,0,2,0,5,0,0,29,58,0,1,0,3,0,4777723,4787709
ROGDI,ENSG00000067836,16,151,0,3,0,7,17,0,0,0,5,0,0,21,72,0,0,24,2,3,4795722,4805388
GLYR1,ENSG00000140632,16,116,1,1,0,0,17,0,0,0,5,0,0,9,84,0,1,0,0,0,4811074,4832990
UBN1,ENSG00000118900,16,245,1,6,0,43,36,0,0,0,4,1,0,41,114,2,0,2,0,2,4843361,4885975
PPL,ENSG00000118898,16,420,13,9,0,1,59,0,3,0,9,2,3,130,160,0,5,34,10,4,4877533,4937137
SEC14L5,ENSG00000103184,16,240,1,7,0,0,26,0,1,0,5,0,0,47,152,0,0,0,4,5,4959231,5015067
NAGPA,ENSG00000103174,16,77,0,1,0,0,10,0,0,0,4,0,0,19,39,0,0,0,5,0,5025377,5028912
ALG1,ENSG00000033011,16,478,2,9,0,65,20,0,1,0,2,0,0,34,266,0,1,74,11,4,5028962,5090582
EEF2KMT,ENSG00000118894,16,78,1,1,0,4,8,0,0,1,4,0,0,7,53,0,0,0,0,1,5090643,5097836
RBFOX1,ENSG00000078328,16,532,2,11,0,24,17,0,1,0,10,0,0,35,294,0,1,0,63,87,6019031,7710844
TMEM114,ENSG00000232258,16,36,0,2,0,0,5,0,0,0,3,0,0,7,10,0,0,3,8,0,8569401,8572299
METTL22,ENSG00000067365,16,143,4,13,0,0,18,0,1,0,3,1,0,24,84,0,2,0,8,2,8625572,8646221
ABAT,ENSG00000183044,16,158,0,9,0,0,16,0,0,0,7,0,0,20,112,0,0,0,3,0,8722733,8781529
PMM2,ENSG00000140650,16,172,2,3,0,38,5,0,1,1,5,0,0,16,98,0,0,0,5,3,8795864,8847921
CARHSP1,ENSG00000153048,16,124,0,4,0,15,13,0,0,0,10,0,0,15,43,0,0,8,7,13,8855104,8866558
USP7,ENSG00000187555,16,298,1,7,0,2,24,0,0,1,9,0,0,10,236,0,0,0,1,15,8893968,8963385
C16orf72,ENSG00000182831,16,101,0,2,0,0,34,0,0,0,1,0,0,9,30,0,0,0,19,8,9091952,9117009
GRIN2A,ENSG00000183454,16,180,0,5,0,0,45,0,0,0,2,0,0,31,100,0,0,0,2,0,10179902,9970949
ATF7IP2,ENSG00000166669,16,117,3,3,0,3,19,0,2,0,2,0,1,33,51,1,0,0,5,0,10430542,10482323
